f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,y,noise,time
-19.72573632691116,121.7756814536734,-1.998317684908884,105.85250639198472,-81.9220846551772,42.2771858339535,-6.089407992394038,6.027228364066303,-223.4916197280916,-167.12299832311388,65.85915982400775,200,_2022_0527_0052_02
55.25758831282263,49.54505138397023,-66.39054801426141,87.42095881332843,-5.921206911770894,-221.25450839641744,1.759224672964237,-96.41733111768104,31.97515856939363,110.90521065519972,-285.6421899934029,200,_2022_0527_0052_02
83.66808463018191,-7.796490490923297,-1.0134366790601388,-8.209724927440574,52.6883440419708,-2.480503547155035,-6.426908941711143,3.0383132424074843,3.822068536383348,-19.006455432484408,178.3294501182399,200,_2022_0527_0052_02
146.1623056081933,-7.531664152400262,-6.807084933341331,15.270917048185012,74.57435516494773,-2.1843470778624834,1.759224672964237,149.6355016473805,-126.16529711895404,46.56889960509758,31.00066776492,200,_2022_0527_0052_02
-10.506574962739126,147.14980770536147,97.13455695268068,154.5728400169917,111.75789450574858,-4.04991572950569,-39.070907261465145,40.57662735999504,0.9304818505374596,14.9209372792887,55.2249904474958,200,_2022_0527_0052_02
6.910742077967895,15.46000643665028,-27.87137241850764,93.8485621415648,-252.63252556287,156.24361480352346,116.2744716263444,30.12738521283733,-49.35641292881181,-25.131857513735305,-160.3687648018178,200,_2022_0527_0052_02
109.48627366665283,-105.672418931473,-3.106549217097207,-8.397265034442954,-3.0608059659564124,-20.26847594075496,-7.80624558461809,-58.185073661869616,4.198890017842622,-10.980003901022217,127.14702620579465,200,_2022_0527_0052_02
-41.97156730215091,-8.126798872562603,-99.22128560190654,-7.848104058075875,49.49312052150429,-93.26384000331272,-97.25931520977818,116.67617869539788,21.04460239807172,-70.57816731436498,-121.22884545620524,200,_2022_0527_0052_02
128.0048635010145,-141.956104679176,-3.773332531890581,58.06100107139304,-6.322089529035521,-32.82358647839707,0.8862816272225935,3.352653607392078,37.60364978321585,2.393057918712492,172.38849153941288,200,_2022_0527_0052_02
117.3880924021808,-143.33379803594943,-73.63797166549719,-55.77532716689463,-3.0372472001824,-200.576444807783,154.4314341464953,0.6246988863053377,-12.40435372880037,-28.116988683832712,-215.65583602266813,200,_2022_0527_0052_02
-13.272133682318394,-1.993251265531782,74.46140299989608,-7.439333968021457,-67.2653088193225,-34.230851083676335,64.7032136317295,-94.50644789955716,243.27628095993785,4.170263799285474,-145.52895173273853,200,_2022_0527_0052_02
-229.3556551649733,-5.330668961402404,-146.39291101277578,72.16618097181457,146.85875909024006,-0.8762166419273352,-6.621063866228916,-16.768507932869568,3.983189300603525,7.062159122868756,129.0770712324616,200,_2022_0527_0052_02
